_id,broadcast_score,collab_score,country,engagement,followers,creator_id,median_views,name,price,category,followers_num,engagement_num,median_views_num,price_num,broadcast_score_num,collab_score_num,category_list,n_categories,followers_num_missing,engagement_num_missing,median_views_num_missing,price_num_missing,broadcast_score_num_missing,collab_score_num_missing,followers_num_log1p,median_views_num_log1p,price_num_log1p,followers_num_outlier_iqr,engagement_num_outlier_iqr,median_views_num_outlier_iqr,price_num_outlier_iqr,price_tier,size_tier,category_group_list,primary_category_group,is_usable_for_clustering,sampling_stratum
congoctuongso,N/A,71.9,Unknown,2.91%,602.7K,congoctuongso,23.8K,Cô Ngọc Tướng Số,"50,000,000 VND",Talent Showcase,602700.0,2.91,23800.0,50000000.0,,71.9,['Talent Showcase'],1,0,0,0,0,1,0,13.309176498670025,10.077482875583607,17.72753358339242,False,False,False,True,high,mid,['Others'],Others,True,mid | high | Others
namdireview,91.6,77.1,Unknown,2.85%,412.7K,namdireview,14.8K,Nam Đi Review.,"10,000,000 VND","Other Beauty & Personal Care, Beauty & Personal Care, Tech Products & Tests, Appliances, Tech & Electronics",412700.0,2.85,14800.0,10000000.0,91.6,77.1,"['Other Beauty & Personal Care', 'Beauty & Personal Care', 'Tech Products & Tests', 'Appliances', 'Tech & Electronics']",5,0,0,0,0,0,0,12.930478638805342,9.60245002503719,16.118095750958314,False,False,False,False,high,micro,"['Others', 'Beauty & Fashion', 'Knowledge / Tech']",Others,True,micro | high | Others
maxpxt,N/A,73.8,Unknown,3.39%,433.6K,maxpxt,1.1K,Max (maxpxt),"1,300,000 VND",Non-video Games,433600.0,3.39,1100.0,1300000.0,,73.8,['Non-video Games'],1,0,0,0,0,1,0,12.979880035377978,7.00397413672268,14.077875591662238,False,False,False,False,mid,micro,['Others'],Others,True,micro | mid | Others
hienonha,N/A,88.6,Unknown,2.21%,836.7K,hienonha,469K,Hiển Ở Nhà,"7,000,000 VND","Fishing, Hunting, & Camping, Home & Garden, Mukbang & Food Tasting",836700.0,2.21,469000.0,7000000.0,,88.6,"['Fishing', 'Hunting', '& Camping', 'Home & Garden', 'Mukbang & Food Tasting']",5,0,0,0,0,1,0,13.637222057454483,13.058360179622305,15.76142084987672,True,False,True,False,high,mid,"['Others', 'Lifestyle']",Others,True,mid | high | Others
trinhle1707,95.8,96.6,Unknown,1.40%,2M,trinhle1707,12.5K,Lê Trinh,"58,297,000 VND","Skincare, Beauty & Personal Care, Health, E-Commerce (Non-app), Beauty Tutorials & Tips",2000000.0,1.4,12500.0,58297000.0,95.8,96.6,"['Skincare', 'Beauty & Personal Care', 'Health', 'E-Commerce (Non-app)', 'Beauty Tutorials & Tips']",5,0,0,0,0,0,0,14.508658238524095,9.433563920090563,17.88106120917427,True,False,False,True,high,macro,"['Others', 'Beauty & Fashion']",Others,True,macro | high | Others
giadinhshinleo,N/A,86.2,Unknown,1.53%,230.5K,giadinhshinleo,45.5K,Gia đình Shin Leo 🐷🐯,"3,000,000 VND","Skincare, Restaurant Exploration, Family, Beauty & Personal Care, Tech Products & Tests, Baby, Kids & Maternity",230500.0,1.53,45500.0,3000000.0,,86.2,"['Skincare', 'Restaurant Exploration', 'Family', 'Beauty & Personal Care', 'Tech Products & Tests', 'Baby', 'Kids & Maternity']",7,0,0,0,0,1,0,12.348010479804223,10.725489582719506,14.914123179965662,False,False,False,False,mid,micro,"['Others', 'Lifestyle', 'Beauty & Fashion', 'Knowledge / Tech']",Others,True,micro | mid | Others
.hoang.kha.71,N/A,74,Unknown,10.76%,283.7K,.hoang.kha.71,2.3K,HOÀNG KHA 🇻🇳,"500,000 VND",Automobiles,283700.0,10.76,2300.0,500000.0,,74.0,['Automobiles'],1,0,0,0,0,1,0,12.555676145640925,7.741099090035366,13.122365377402328,False,False,False,False,low,micro,['Others'],Others,True,micro | low | Others
ngamazing,93.8,76.8,Unknown,2.36%,104.2K,ngamazing,48.3K,Ngamazing,"5,000,000 VND","Hair Design & Care, E-Commerce (Non-app), Family, News & Entertainment, Other Beauty & Personal Care, Beauty & Personal Care, Home & Garden",104200.0,2.36,48300.0,5000000.0,93.8,76.8,"['Hair Design & Care', 'E-Commerce (Non-app)', 'Family', 'News & Entertainment', 'Other Beauty & Personal Care', 'Beauty & Personal Care', 'Home & Garden']",7,0,0,0,0,0,0,11.554077005184336,10.785207543360087,15.424948670398354,False,False,False,False,high,micro,"['Others', 'Lifestyle', 'Entertainment', 'Beauty & Fashion']",Others,True,micro | high | Others
duybaby65,N/A,84.5,Unknown,4.22%,217.2K,duybaby65,8.4K,Duybaby🔥🔥🔥,"2,500,000 VND","Home Improvement, Cooking & Recipes, Daily Life, Wildlife & Exotic Pets",217200.0,4.22,8400.0,2500000.0,,84.5,"['Home Improvement', 'Cooking & Recipes', 'Daily Life', 'Wildlife & Exotic Pets']",4,0,0,0,0,1,0,12.288578471082884,9.036106025364846,14.731801689838349,False,False,False,False,mid,micro,"['Others', 'Lifestyle']",Others,True,micro | mid | Others
plyn_291,95.5,78.5,Unknown,5.15%,87.1K,plyn_291,6.3K,Trần Phương Linh,"100,000 VND","Fashion and Body Art, Lip Syncing",87100.0,5.15,6300.0,100000.0,95.5,78.5,"['Fashion and Body Art', 'Lip Syncing']",2,0,0,0,0,0,0,11.374823643830945,8.748463629942055,11.51293546492023,False,False,False,False,low,micro,"['Others', 'Entertainment']",Others,True,micro | low | Others
hoamaymay7979,N/A,81.7,Unknown,7.66%,107.1K,hoamaymay7979,22.4K,Emily Cao,"700,000 VND","Non-video Games, Dance, Daily Life",107100.0,7.66,22400.0,700000.0,,81.7,"['Non-video Games', 'Dance', 'Daily Life']",3,0,0,0,0,1,0,11.581527593460411,10.016860879703811,13.45883704259595,False,False,False,False,low,micro,"['Others', 'Entertainment', 'Lifestyle']",Others,True,micro | low | Others
habaoboi296,N/A,74.6,Unknown,12.41%,114.1K,habaoboi296,2.8K,Hanii Nguyễn🧸,"2,561,000 VND","Hair Design & Care, Dance, Beauty Tutorials & Tips",114100.0,12.41,2800.0,2561000.0,,74.6,"['Hair Design & Care', 'Dance', 'Beauty Tutorials & Tips']",3,0,0,0,0,1,0,11.644839300053654,7.937731775260109,14.755908755654058,False,False,False,False,mid,micro,"['Others', 'Entertainment', 'Beauty & Fashion']",Others,True,micro | mid | Others
tnnam01,93.8,76.9,Unknown,2.32%,163K,tnnam01,19.8K,Ngôn Nhất Nam,"1,000,000 VND","Hair Design & Care, Outfits",163000.0,2.32,19800.0,1000000.0,93.8,76.9,"['Hair Design & Care', 'Outfits']",2,0,0,0,0,0,0,12.001511614739405,9.893487720457795,13.815511557963774,False,False,False,False,mid,micro,"['Others', 'Beauty & Fashion']",Others,True,micro | mid | Others
nuium75,95.9,77.6,Unknown,7.94%,20.6K,nuium75,64.1K,Ánh Nguyệt,"500,000 VND",Traditional Sports,20600.0,7.94,64099.99999999999,500000.0,95.9,77.6,['Traditional Sports'],1,0,0,0,0,0,0,9.933094897288786,11.068215243411098,13.122365377402328,False,False,False,False,low,micro,['Others'],Others,True,micro | low | Others
tramnguyen_281,N/A,70,Unknown,1.38%,214.2K,tramnguyen_281,113.7K,Phụ nữ 4.0,"3,500,000 VND","Jobs & Careers, Cooking & Recipes",214200.0,1.38,113700.0,3500000.0,,70.0,"['Jobs & Careers', 'Cooking & Recipes']",2,0,0,0,0,1,0,12.274670105518968,11.641327474774709,15.068273812173887,False,False,False,False,mid,micro,"['Others', 'Lifestyle']",Others,True,micro | mid | Others
honghotkinhte,90.4,77,Unknown,1.82%,1.6M,honghotkinhte,2.6K,Hóng Hớt Kinh Tế,"7,000,000 VND","Social News & Events, News & Entertainment",1600000.0,1.82,2600.0,7000000.0,90.4,77.0,"['Social News & Events', 'News & Entertainment']",2,0,0,0,0,0,0,14.285514812209815,7.8636512654486515,15.76142084987672,True,False,False,False,high,mid,"['Others', 'Entertainment']",Others,True,mid | high | Others
susubae01,N/A,86.9,Unknown,1.17%,1M,susubae01,15.7K,Tú Anh Susu,"10,000,000 VND","Hair Design & Care, Beauty Tutorials & Tips",1000000.0,1.17,15700.0,10000000.0,,86.9,"['Hair Design & Care', 'Beauty Tutorials & Tips']",2,0,0,0,0,1,0,13.815511557963774,9.661479683575521,16.118095750958314,True,False,False,False,high,mid,"['Others', 'Beauty & Fashion']",Others,True,mid | high | Others
vinhgau94,N/A,86.5,Unknown,0.54%,2M,vinhgau94,41.3K,Vinh Gấu 🐻🐾,"15,000,000 VND","Food & Beverage, Movies & TV, Daily Life, Tech & Electronics, Sports & Outdoor, Beauty Tutorials & Tips",2000000.0,0.54,41300.0,15000000.0,,86.5,"['Food & Beverage', 'Movies & TV', 'Daily Life', 'Tech & Electronics', 'Sports & Outdoor', 'Beauty Tutorials & Tips']",6,0,0,0,0,1,0,14.508658238524095,10.628641991731053,16.52356082573315,True,False,False,True,high,macro,"['Others', 'Entertainment', 'Lifestyle', 'Beauty & Fashion']",Others,True,macro | high | Others
toofsan,93.8,81.4,Unknown,11.12%,543.5K,toofsan,913,Toofsan,"7,000,000 VND","E-Commerce (Non-app), Dance, Food Display & Reviews",543500.0,11.12,913.0,7000000.0,93.8,81.4,"['E-Commerce (Non-app)', 'Dance', 'Food Display & Reviews']",3,0,0,0,0,0,0,13.205786825468111,6.81783057145415,15.76142084987672,False,False,False,False,high,mid,"['Others', 'Entertainment']",Others,True,mid | high | Others
khanhtrung.official,92.9,80.7,Unknown,16.93%,68.6K,khanhtrung.official,3.1K,KhanhTrung. Inspire,"9,999,999 VND","Career Development, Life Motivation, Talent Showcase, News & Entertainment",68600.0,16.93,3100.0,9999999.0,92.9,80.7,"['Career Development', 'Life Motivation', 'Talent Showcase', 'News & Entertainment']",4,0,0,0,0,0,0,11.136062390867204,8.03947991910045,16.11809565095832,False,True,False,False,high,micro,"['Others', 'Entertainment']",Others,True,micro | high | Others
hotline.pling,99.4,77.3,Unknown,9.18%,472.7K,hotline.pling,7.1K,hotline.pling,"4,500,000 VND","Other Beauty & Personal Care, Outfits, Comedy, News & Entertainment, Photography & Special Effects, Beauty & Personal Care",472700.0,9.18,7100.0,4500000.0,99.4,77.3,"['Other Beauty & Personal Care', 'Outfits', 'Comedy', 'News & Entertainment', 'Photography & Special Effects', 'Beauty & Personal Care']",6,0,0,0,0,0,0,13.066218332285754,8.867990898182093,15.319588176962746,False,False,False,False,high,micro,"['Others', 'Beauty & Fashion', 'Entertainment']",Others,True,micro | high | Others
ductrinhreview,N/A,72.2,Unknown,0.78%,153.6K,ductrinhreview,40.9K,Xuân Đức,"3,000,000 VND","Travel, Financial Services, Tech Products & Tests",153600.0,0.78,40900.0,3000000.0,,72.2,"['Travel', 'Financial Services', 'Tech Products & Tests']",3,0,0,0,0,1,0,11.942113610091182,10.61890979160975,14.914123179965662,False,False,False,False,mid,micro,"['Others', 'Knowledge / Tech']",Others,True,micro | mid | Others
quynhgiang.ng,N/A,84.5,Unknown,2.65%,119K,quynhgiang.ng,52.1K,Quynh Giang Nguyen,"3,500,000 VND","Hair Design & Care, Beauty Tutorials & Tips",119000.0,2.65,52100.0,3500000.0,,84.5,"['Hair Design & Care', 'Beauty Tutorials & Tips']",2,0,0,0,0,1,0,11.686887175419702,10.860939421415225,15.068273812173887,False,False,False,False,mid,micro,"['Others', 'Beauty & Fashion']",Others,True,micro | mid | Others
chamsuaa,N/A,74,Unknown,4.87%,2.8M,chamsuaa,191.1K,Châm Sứa 👑,"10,000,000 VND","Street Interviews & Social Experiments, Lip Syncing",2800000.0,4.87,191100.0,10000000.0,,74.0,"['Street Interviews & Social Experiments', 'Lip Syncing']",2,0,0,0,0,1,0,14.845130332288226,12.160557363077048,16.118095750958314,True,False,True,False,high,macro,"['Others', 'Entertainment']",Others,True,macro | high | Others
milopoor,90.2,78.6,Unknown,4.66%,590.9K,milopoor,191.7K,Milo Poor,"2,000,000 VND",Pet Tips & Care,590900.0,4.66,191700.0,2000000.0,90.2,78.6,['Pet Tips & Care'],1,0,0,0,0,0,0,13.289403769666063,12.16369214550422,14.508658238524095,False,False,True,False,mid,mid,['Others'],Others,True,mid | mid | Others
huedaily,N/A,72.7,Unknown,1.10%,223.8K,huedaily,1.4K,Huế Nguyễn,"2,000,000 VND","Hair Design & Care, DIY & Life Hacks, Babies",223800.0,1.1,1400.0,2000000.0,,72.7,"['Hair Design & Care', 'DIY & Life Hacks', 'Babies']",3,0,0,0,0,1,0,12.318512543125225,7.244941546337007,14.508658238524095,False,False,False,False,mid,micro,['Others'],Others,True,micro | mid | Others
ising52hz,97.9,78.6,Unknown,9.14%,913.2K,ising52hz,343.3K,52Hz,"2,000,000 VND","Fragrances & Perfumes, Lip Syncing, Music, Dance, Beauty & Personal Care",913200.0,9.14,343300.0,2000000.0,97.9,78.6,"['Fragrances & Perfumes', 'Lip Syncing', 'Music', 'Dance', 'Beauty & Personal Care']",5,0,0,0,0,0,0,13.72471128868755,12.746362892345706,14.508658238524095,True,False,True,False,mid,mid,"['Others', 'Entertainment', 'Beauty & Fashion']",Others,True,mid | mid | Others
ghost_house_43,N/A,73.1,Unknown,1.45%,85.9K,ghost_house_43,6.3K,Ghost House,"5,000,000 VND","Supernatural & Horror, Animation & Cosplay",85900.0,1.45,6300.0,5000000.0,,73.1,"['Supernatural & Horror', 'Animation & Cosplay']",2,0,0,0,0,1,0,11.360950749348124,8.748463629942055,15.424948670398354,False,False,False,False,high,micro,"['Others', 'Entertainment']",Others,True,micro | high | Others
testvotcaulong,N/A,74.6,Unknown,3.80%,142.8K,testvotcaulong,21.8K,Bill Cầu Lông,"3,000,000 VND",Traditional Sports,142800.0,3.8,21800.0,3000000.0,,74.6,['Traditional Sports'],1,0,0,0,0,1,0,11.869207331664223,9.989711119284745,14.914123179965662,False,False,False,False,mid,micro,['Others'],Others,True,micro | mid | Others
lythetien,N/A,89.2,Unknown,3.04%,294.2K,lythetien,110.5K,Tiên Lý,"5,000,000 VND","Home & Garden, Daily Life, Dance",294200.0,3.04,110500.0,5000000.0,,89.2,"['Home & Garden', 'Daily Life', 'Dance']",3,0,0,0,0,1,0,12.592018486191964,11.612779849672751,15.424948670398354,False,False,False,False,high,micro,"['Others', 'Lifestyle', 'Entertainment']",Others,True,micro | high | Others
hangdumucfc1,N/A,89.6,Unknown,3.87%,362.1K,hangdumucfc1,2.6K,TẠP HOÁ NGƯỜI NỔI TIẾNG✅,"180,000 VND","Life Services, Other Beauty & Personal Care, Beauty & Personal Care, Other Apparel & Accessories, Movies & TV, Apparel & Accessories",362100.0,3.87,2600.0,180000.0,,89.6,"['Life Services', 'Other Beauty & Personal Care', 'Beauty & Personal Care', 'Other Apparel & Accessories', 'Movies & TV', 'Apparel & Accessories']",6,0,0,0,0,1,0,12.799678457417967,7.8636512654486515,12.100717685412471,False,False,False,False,low,micro,"['Others', 'Beauty & Fashion', 'Entertainment']",Others,True,micro | low | Others
bichbop19999,91.7,74.6,Unknown,2.89%,292.2K,bichbop19999,12.2K,Bích Bộp21,"1,000,000 VND","Food Display & Reviews, News & Entertainment, Daily Life, Cooking & Recipes, Food & Beverage",292200.0,2.89,12200.0,1000000.0,91.7,74.6,"['Food Display & Reviews', 'News & Entertainment', 'Daily Life', 'Cooking & Recipes', 'Food & Beverage']",5,0,0,0,0,0,0,12.585197200606364,9.409273194575334,13.815511557963774,False,False,False,False,mid,micro,"['Others', 'Entertainment', 'Lifestyle']",Others,True,micro | mid | Others
dongduyen1995,N/A,74.8,Unknown,1.71%,296.2K,dongduyen1995,12.3K,🇻🇳Đông Hà Tĩnh🇰🇷😎,"150,000 VND","Fishing, Hunting, & Camping, Jobs & Careers",296200.0,1.71,12300.0,150000.0,,74.8,"['Fishing', 'Hunting', '& Camping', 'Jobs & Careers']",4,0,0,0,0,1,0,12.598793556907369,9.417435838868785,11.918397239722838,False,False,False,False,low,micro,['Others'],Others,True,micro | low | Others
th.tv56,N/A,76.7,Unknown,7.58%,39K,th.tv56,110.7K,THẺ ĐỎ,"100,000 VND",Sports News,39000.0,7.58,110700.0,100000.0,,76.7,['Sports News'],1,0,0,0,0,1,0,10.571342565808699,11.614588152079595,11.51293546492023,False,False,False,False,low,micro,['Others'],Others,True,micro | low | Others
amthuctrunghoa02,N/A,77.6,Unknown,2.02%,3.3M,amthuctrunghoa02,2.4K,Ẩm Thực Trung Hoa,"5,262,000 VND","Food Display & Reviews, Food & Beverage, Mukbang & Food Tasting",3300000.0,2.02,2400.0,5262000.0,,77.6,"['Food Display & Reviews', 'Food & Beverage', 'Mukbang & Food Tasting']",3,0,0,0,0,1,0,15.009433329466965,7.783640596221253,15.476021930624166,True,False,False,False,high,macro,"['Others', 'Lifestyle']",Others,True,macro | high | Others
nhatungcocho,96.5,79.3,Unknown,8.41%,200.3K,nhatungcocho,187.5K,nhatungcocho,"1,315,500 VND","Pet Tips & Care, Appliances, Pets, Health",200300.0,8.41,187500.0,1315500.0,96.5,79.3,"['Pet Tips & Care', 'Appliances', 'Pets', 'Health']",4,0,0,0,0,0,0,12.20757651415268,12.141539457711714,14.089728139629432,False,False,True,False,mid,micro,['Others'],Others,True,micro | mid | Others
kquangne_,N/A,74.1,Unknown,0.99%,94.8K,kquangne_,4K,Quang💢,"2,000,000 VND",Software & Apps,94800.0,0.99,4000.0,2000000.0,,74.1,['Software & Apps'],1,0,0,0,0,1,0,11.459535236710686,8.294299608857235,14.508658238524095,False,False,False,False,mid,micro,['Others'],Others,True,micro | mid | Others
khanhvux6,95.8,79.5,Unknown,8.54%,506.1K,khanhvux6,918.1K,Vũ Khanh,"2,000,000 VND","Games, Comedy",506100.0,8.54,918100.0,2000000.0,95.8,79.5,"['Games', 'Comedy']",2,0,0,0,0,0,0,13.134491533094309,13.730062685337167,14.508658238524095,False,False,True,False,mid,mid,"['Others', 'Entertainment']",Others,True,mid | mid | Others
fan.bac.tlquang,90.4,79.4,Unknown,2.79%,36.1K,fan.bac.tlquang,22.9K,Fan Bác Quang,"180,000 VND",Social News & Events,36100.0,2.79,22900.0,180000.0,90.4,79.4,['Social News & Events'],1,0,0,0,0,0,0,10.494075844768336,10.038935856711177,12.100717685412471,False,False,False,False,low,micro,['Others'],Others,True,micro | low | Others
tuthanhnehe,N/A,84.9,Unknown,4.13%,203.6K,tuthanhnehe,63.4K,Tú Thanh,"4,000,000 VND","Hair Design & Care, Restaurant Exploration, Beauty Tutorials & Tips",203600.0,4.13,63400.0,4000000.0,,84.9,"['Hair Design & Care', 'Restaurant Exploration', 'Beauty Tutorials & Tips']",3,0,0,0,0,1,0,12.223917475237798,11.05723491317159,15.201805169084134,False,False,False,False,high,micro,"['Others', 'Lifestyle', 'Beauty & Fashion']",Others,True,micro | high | Others
tiendungthat,N/A,84.2,Unknown,1.18%,1.8M,tiendungthat,55.9K,Tiến Dùng Thật,"6,000,000 VND","Vehicle & Transportation, Fragrances & Perfumes, Tech Products & Tests, DIY & Life Hacks, Household Products, Beauty & Personal Care",1800000.0,1.18,55900.0,6000000.0,,84.2,"['Vehicle & Transportation', 'Fragrances & Perfumes', 'Tech Products & Tests', 'DIY & Life Hacks', 'Household Products', 'Beauty & Personal Care']",6,0,0,0,0,1,0,14.403297778421795,10.93133754807084,15.607270193858982,True,False,False,False,high,mid,"['Others', 'Knowledge / Tech', 'Beauty & Fashion']",Others,True,mid | high | Others
vinhgau.tt,N/A,71.5,Unknown,3.50%,118.7K,vinhgau.tt,51K,Vinh Gấu Ham Đi,"8,000,000 VND","Vehicle & Transportation, News & Entertainment, Travel",118700.0,3.5,51000.0,8000000.0,,71.5,"['Vehicle & Transportation', 'News & Entertainment', 'Travel']",3,0,0,0,0,1,0,11.684363005162105,10.839600519357369,15.894952224644102,False,False,False,False,high,micro,"['Others', 'Entertainment']",Others,True,micro | high | Others
hoangphicong3,N/A,75.3,Unknown,2.78%,99.8K,hoangphicong3,42.8K,Hoàng phi công,"6,999,999 VND","Jobs & Careers, Daily Life",99800.0,2.78,42800.0,6999999.0,,75.3,"['Jobs & Careers', 'Daily Life']",2,0,0,0,0,1,0,11.510933482289435,10.664316745782925,15.761420707019587,False,False,False,False,high,micro,"['Others', 'Lifestyle']",Others,True,micro | high | Others
kimo.chee,N/A,73.4,Unknown,2.77%,660.4K,kimo.chee,6.6K,KIMOCHEE,"2,500,000 VND","Games, Video Games",660400.0,2.77,6600.0,2500000.0,,73.4,"['Games', 'Video Games']",2,0,0,0,0,1,0,13.40060250526076,8.79497643168877,14.731801689838349,True,False,False,False,mid,mid,"['Others', 'Knowledge / Tech']",Others,True,mid | mid | Others
phungvanthang169,N/A,74.8,Unknown,2.76%,605.8K,phungvanthang169,314.1K,Thắng Phùng,"10,000,000 VND","Games, Comedy, Health",605800.0,2.76,314100.0,10000000.0,,74.8,"['Games', 'Comedy', 'Health']",3,0,0,0,0,1,0,13.314306828283717,12.65746986922113,16.118095750958314,False,False,True,False,high,mid,"['Others', 'Entertainment']",Others,True,mid | high | Others
baovahieu_,94.6,96.2,Unknown,5.10%,660.5K,baovahieu_,40.3K,BẢO VÀ HIẾU,"6,000,000 VND","Other Beauty & Personal Care, Love & Romantic Relationships, Life Services, Other Apparel & Accessories, Apparel & Accessories, Beauty & Personal Care",660500.0,5.1,40300.0,6000000.0,94.6,96.2,"['Other Beauty & Personal Care', 'Love & Romantic Relationships', 'Life Services', 'Other Apparel & Accessories', 'Apparel & Accessories', 'Beauty & Personal Care']",6,0,0,0,0,0,0,13.400753916947913,10.604131561522696,15.607270193858982,True,False,False,False,high,mid,"['Others', 'Lifestyle', 'Beauty & Fashion']",Others,True,mid | high | Others
quynhcontent,N/A,90.3,Unknown,5.86%,116.5K,quynhcontent,20.4K,Quỳnh🦭,"1,500,000 VND","Other Apparel & Accessories, Apparel & Accessories, Other Beauty & Personal Care, Fitness, Selfie, Sports & Outdoor, Beauty & Personal Care, Outfits",116500.0,5.86,20400.0,1500000.0,,90.3,"['Other Apparel & Accessories', 'Apparel & Accessories', 'Other Beauty & Personal Care', 'Fitness', 'Selfie', 'Sports & Outdoor', 'Beauty & Personal Care', 'Outfits']",8,0,0,0,0,1,0,11.665655135642039,9.923339198238729,14.220976332738882,False,False,False,False,mid,micro,"['Others', 'Beauty & Fashion']",Others,True,micro | mid | Others
hungrom97.official,N/A,75.6,Unknown,3.35%,1.5M,hungrom97.official,975K,Hùng Rơm,"19,732,500 VND","Skincare, Comedy, Household Products, Sports & Outdoor, Beauty & Personal Care",1500000.0,3.35,975000.0,19732500.0,,75.6,"['Skincare', 'Comedy', 'Household Products', 'Sports & Outdoor', 'Beauty & Personal Care']",5,0,0,0,0,1,0,14.220976332738882,13.790193775620484,16.79777763124251,True,False,True,True,high,mid,"['Others', 'Entertainment', 'Beauty & Fashion']",Others,True,mid | high | Others
baunamfamily,N/A,86.5,Unknown,1.50%,193K,baunamfamily,3.6K,Bầu Nấm Family,"5,000,000 VND","Appliances, Beauty & Personal Care, Daily Life, Feminine Care, Family, Mukbang & Food Tasting, Household Products",193000.0,1.5,3600.0,5000000.0,,86.5,"['Appliances', 'Beauty & Personal Care', 'Daily Life', 'Feminine Care', 'Family', 'Mukbang & Food Tasting', 'Household Products']",7,0,0,0,0,1,0,12.170450649220749,8.188966863648876,15.424948670398354,False,False,False,False,high,micro,"['Others', 'Beauty & Fashion', 'Lifestyle']",Others,True,micro | high | Others
cl.hotbiz,93.8,91,Unknown,5.13%,842.6K,cl.hotbiz,14.3K,CL HOT-BIZ 🔥 HÓNG HOT SHOWBIZ,"8,000,000 VND",Entertainment News,842600.0,5.13,14300.0,8000000.0,93.8,91.0,['Entertainment News'],1,0,0,0,0,0,0,13.644248815329103,9.568084743872936,15.894952224644102,True,False,False,False,high,mid,['Others'],Others,True,mid | high | Others
hocvancungrose,N/A,75,Unknown,11.46%,23.3K,hocvancungrose,16.4K,Học văn cùng Rose 🌹,"380,000 VND",School Education,23300.0,11.46,16400.0,380000.0,,75.0,['School Education'],1,0,0,0,0,1,0,10.056251557087757,9.70509758756311,12.847929163278053,False,False,False,False,low,micro,['Others'],Others,True,micro | low | Others
nhuandaocalligraphy,N/A,71.9,Unknown,1.30%,1.1M,nhuandaocalligraphy,10.5K,Nhuận Đào Calligraphy,"500,000 VND",Art,1100000.0,1.3,10500.0,500000.0,,71.9,['Art'],1,0,0,0,0,1,0,13.910821646859095,9.259225769705994,13.122365377402328,True,False,False,False,low,mid,['Others'],Others,True,mid | low | Others
tanhac2001,N/A,69.8,Unknown,0.25%,2.5M,tanhac2001,89.6K,Tân Hạc 🦩,"10,000,000 VND","Skincare, Outfits, Apparel & Accessories, E-Commerce (Non-app), Beauty & Personal Care",2500000.0,0.25,89600.0,10000000.0,,69.8,"['Skincare', 'Outfits', 'Apparel & Accessories', 'E-Commerce (Non-app)', 'Beauty & Personal Care']",5,0,0,0,0,1,0,14.731801689838349,11.403121759615027,16.118095750958314,True,False,False,False,high,macro,"['Others', 'Beauty & Fashion']",Others,True,macro | high | Others
nguoidanongtrungnien,N/A,81.1,Unknown,9.55%,224.1K,nguoidanongtrungnien,4.4K,Người đàn ông trung niên,"1,000,000 VND","Health & Wellness, Music, Life Motivation",224100.0,9.55,4400.0,1000000.0,,81.1,"['Health & Wellness', 'Music', 'Life Motivation']",3,0,0,0,0,1,0,12.319852122072682,8.38958706681109,13.815511557963774,False,False,False,False,mid,micro,"['Others', 'Entertainment']",Others,True,micro | mid | Others
romecafe.daily,91.8,78.5,Unknown,5.02%,18.1K,romecafe.daily,27.6K,mỗi ngày tại Rome,"5,000,000 VND","Beverages & Production, Cooking & Recipes",18100.0,5.02,27600.0,5000000.0,91.8,78.5,"['Beverages & Production', 'Cooking & Recipes']",2,0,0,0,0,0,0,9.803722464346553,10.225607282932941,15.424948670398354,False,False,False,False,high,micro,"['Others', 'Lifestyle']",Others,True,micro | high | Others
nhaminhvui28.07,N/A,69.6,Unknown,1.83%,39.7K,nhaminhvui28.07,16.7K,Nhà Mình Vui 😍,"1,000,000 VND","Health & Wellness, Family",39700.0,1.83,16700.0,1000000.0,,69.6,"['Health & Wellness', 'Family']",2,0,0,0,0,1,0,10.589131655274922,9.723223876851618,13.815511557963774,False,False,False,False,mid,micro,"['Others', 'Lifestyle']",Others,True,micro | mid | Others
tom.chutrue,N/A,84.5,Unknown,2.36%,188.7K,tom.chutrue,4.1K,Tom Chu True,"5,000,000 VND","Appliances, Automobiles, Tech & Electronics, Home Improvement, Tech Products & Tests",188700.0,2.36,4100.0,5000000.0,,84.5,"['Appliances', 'Automobiles', 'Tech & Electronics', 'Home Improvement', 'Tech Products & Tests']",5,0,0,0,0,1,0,12.147919030759663,8.31898612539206,15.424948670398354,False,False,False,False,high,micro,"['Others', 'Knowledge / Tech']",Others,True,micro | high | Others
tran_lam18,N/A,75.6,Unknown,0.58%,382.2K,tran_lam18,4.8K,Trần Lâm (With Bimm),"25,000,000 VND","Health, Skincare, Beauty Tutorials & Tips, Beauty & Personal Care",382200.0,0.58,4800.0,25000000.0,,75.6,"['Health', 'Skincare', 'Beauty Tutorials & Tips', 'Beauty & Personal Care']",4,0,0,0,0,1,0,12.853701927216076,8.476579508530941,17.034386422832473,False,False,False,True,high,micro,"['Others', 'Beauty & Fashion']",Others,True,micro | high | Others
xxtienvu,N/A,71.7,Unknown,5.53%,1.1M,xxtienvu,32.1K,Tien Vu,"1,578,600 VND","Software & Apps, Photography & Special Effects, Apps",1100000.0,5.53,32100.0,1578600.0,,71.7,"['Software & Apps', 'Photography & Special Effects', 'Apps']",3,0,0,0,0,1,0,13.910821646859095,10.376642461280849,14.272049569728935,True,False,False,False,mid,mid,['Others'],Others,True,mid | mid | Others
