"CREATOR_ID","FOLLOWERS","FOLLOWING_COUNT","ENGAGEMENT","TOTAL_LIKES","DIGG_COUNT","VIDEO_COUNT","COLLAB_SCORE","HAS_BROADCAST_SCORE","PRICE_NUM","grp_ENTERTAINMENT","grp_LIFESTYLE","grp_FOOD","grp_BEAUTY","grp_FASHION","grp_GAMING","grp_TECH","grp_COMMERCE","grp_EDUCATION","grp_NEWS","grp_PETS_NATURE","grp_SPORTS","grp_TRAVEL","grp_FAMILY_KIDS","grp_HOME_DIY","grp_UNKNOWN","CATEGORY_GROUP_COUNT"
"endersff",12.9784953164508,4.57471097850338,0.88,15.9196448341857,9.09929707318286,6.52941883826223,87.8,"0",15.4249486703984,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
"aigonew1ld",11.1124628236349,2.19722457733622,11.12,14.6039683728739,6.68710860786651,5.87773578177964,81.1,"1",16.3004172910856,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"khucanhhung",12.0021249197982,4.00733318523247,5.11,15.5733686479304,6.71174039505618,5.89440283426485,84,"1",14.2209763327389,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,5
"hieuride17x",11.2972663353656,5.36597601502185,13.8,14.8451303322882,11.8233543557429,5.54907608489522,90.9,"0",14.9141231799657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"wonrtoys",12.9002218239226,4.17438726989564,2.17,15.009433329467,7.30787278076371,4.94875989037817,89,"0",15.607270193859,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"quynhtrangtaybac",11.8159960249574,2.56494935746154,0.91,14.2209763327389,4.12713438504509,4.53259949315326,73.5,"0",13.1223653774023,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"caheomeoxinhyeu",11.5540770051843,4.89783979995091,0.48,15.8949522246441,6.70563909486,5.11799381241676,86.6,"0",13.9978329480912,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
"khcw_dat",12.2862738021885,4.90527477843843,6.43,17.0463149932234,10.9420136160929,7.27031288607902,93.9,"1",14.7318016898383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"vinhgau194",12.7402270254277,3.61091791264422,1.33,15.2505953213488,9.00871366412422,4.53259949315326,89.5,"0",15.4249486703984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"charongstudio",11.4710716883458,4.51085950651685,4.96,14.2855148122098,6.50578406012823,3.98898404656427,77.6,"1",14.7318016898383,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"vuongphamyoutuber",14.1519835088709,0.693147180559945,2.56,17.2430252804113,6.56667242980324,6.20455776256869,74,"0",14.782874940106,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4
"bongbunfamily",12.3703193315966,3.63758615972639,1.71,14.9141231799657,8.41759382619348,5.22035582507832,85.2,"0",16.1180957509583,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"hwanglong.phimanh",11.3480626141633,2.70805020110221,1.19,15.1505118878545,8.57489590154453,5.5683445037611,90.6,"0",14.7318016898383,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"mcnguyenkhang",13.4477761111256,2.63905732961526,1.73,16.0772737606047,7.17548971362422,7.37086016653672,73.9,"0",14.5086582385241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"bachvatngu",11.7456311529881,1.6094379124341,2.59,15.5019096967197,7.56164174558878,5.24174701505964,90,"1",12.4292201968364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"mannhi.2005",13.4759750342664,4.11087386417331,1.65,16.6604199999232,7.68753876620163,6.26530121273771,93,"0",16.1180957509583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"haiphongphoto.x",13.9978329480912,7.01301578963963,4.12,17.8026410544321,10.2955634235253,6.71417052990947,93.9,"1",15.607270193859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"fuyu_wg",10.0900086123938,0,10.47,14.2855148122098,6.10479323241498,5.12989871492307,80.5,"1",13.3046866008636,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"duclhuy",14.1519835088709,2.30258509299405,0.67,17.5241926638842,5.7037824746562,6.87523208727658,90,"0",14.9141231799657,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"captain_nbquoc",13.1661907711845,3.52636052461616,3.98,15.8304137118399,10.3156303153975,5.37989735354046,94.6,"1",16.1180957509583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"vietjoetv",11.4584798387805,1.79175946922805,2.29,14.3461393972616,5.93753620508243,4.75359019110636,74.7,"0",14.5086582385241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cothoaphuthuy",13.5065381120706,7.07749805356923,3.07,17.186248766506,6.73933662735717,6.39526159811545,92.4,"1",14.5086582385241,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"chan57_",10.5815464756746,6.27664348934164,10.07,14.8451303322882,9.10041389259758,5.02388052084628,75.4,"0",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"kieutranghime",14.5086582385241,3.3322045101752,3.32,17.005986949463,7.62608275807238,6.7696419768525,93.2,"0",16.8112428815183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
".k.c.c5",11.5579083907967,4.24849524204936,4,14.4573649704523,11.6298281131993,7.3031700512368,84.2,"1",16.2968275225347,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"_truc_ha6",11.1562648066437,5.58724865840025,6.92,13.6388938972613,11.1662149960562,5.39362754635236,87.9,"0",13.8155115579638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"mcvmedia.mcv",13.6854030115688,4.46590811865458,1.05,16.785925074816,7.87815533650332,6.67456139181443,72.2,"0",16.1180957509583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28_th5.05",11.7109645188812,3.8286413964891,8.04,15.8696344198649,6.21060007702465,7.26682734752059,76.3,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"cuoikhuckhich",10.6525660054169,2.99573227355399,1.87,12.6622340365166,7.50933526601659,6.72142570079064,75.6,"0",14.0897281396294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"caothanhdance",11.1760671538318,1.38629436111989,2.53,13.1319195711897,6.83947643822884,6.68586094706836,71.8,"0",14.4403794331027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"02baoanh",11.4403655247658,3.89182029811063,3.26,14.4573649704523,8.46252579007393,6.48616078894409,76.3,"0",14.9141231799657,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"amthucchuanvi",9.75851958228352,0,3.79,13.4305845705803,5.07517381523383,5.36597601502185,79.6,"1",15.4249486703984,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"colacola.here",13.3520470951293,4.7361984483945,5.19,17.1260536078546,7.10332206252611,5.98896141688986,75.6,"0",16.3004172910856,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"97.mayonair",13.7400334951874,6.40687998606931,6.82,16.9510048173717,7.66949525100769,6.71901315438526,78.1,"0",16.1180957509583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"_missliga",12.0161281075027,4.12713438504509,9.59,16.1668859103658,10.0301642553626,6.00881318544259,79.8,"1",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"207.ht",12.6362336182559,2.70805020110221,12.28,17.5217386749828,9.24965723435313,7.8935720735049,75.6,"0",14.0897281396294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
".thy.em",10.4545237839635,6.84268328223842,6.75,12.7821268647777,9.48044384215367,5.72031177660741,73.8,"0",10.8197982842103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"bepnangchangnau",9.7111762641128,0.693147180559945,2.6,13.749264980635,5.78689738136671,4.46590811865458,85.8,"0",14.5086582385241,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"1309yenkhoa",9.79261185619019,2.30258509299405,6.7,12.7910804529819,8.54286093816481,4.11087386417331,75.8,"0",9.34145634983372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"._.ehe23",10.4545237839635,3.46573590279973,10.26,14.6909797119848,9.7291936874294,5.98393628068719,79.6,"1",14.2209763327389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"an.chi.bin",11.0509058782636,5.65599181081985,5.68,15.444751293773,9.0062638833792,5.63835466933375,78.1,"1",14.7318016898383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"bacvinhh",12.4576131593629,5.00394630594546,1.76,15.1505118878545,7.793999089504,6.77308037565554,74,"0",16.3004172910856,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
"brown_xiaoyizi",11.4097957924638,1.09861228866811,2.05,13.2087263775765,5.30330490805908,4.70048036579242,71.2,"0",16.7471183046732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"_clouddom",13.8155115579638,4.31748811353631,6.98,17.3765566689774,7.79110951061003,7.10578612948127,78.1,"1",16.1180957509583,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4
"bhuyen_107",14.0778755916622,3.76120011569356,6.25,17.005986949463,11.0728844399222,6.64248680136726,86.8,"1",15.5733686479304,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"capdoilinhchi",12.7125920106592,2.30258509299405,1.25,15.7614208498767,7.18083119904456,6.87935580446044,84.2,"0",14.9141231799657,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4
"changkho7037",11.633380483255,4.23410650459726,7.99,16.0455250656504,8.37724123098879,6.36475075685191,82.8,"1",13.9978329480912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"chipp_oi",12.7807205965281,3.52636052461616,11.26,16.6066757271267,10.5610334618531,7.21597500265147,94.4,"0",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"chuyennhaty.official",10.8986079489521,2.30258509299405,2.95,13.4822744793307,5.46383180502561,5.11799381241676,76.5,"0",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ban_nhac_suy",13.5423899509034,0,6.89,17.7989235781011,9.13550906135318,7.97315543344413,76,"0",12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"baoan_mypham",12.0940287345471,3.46573590279973,1.93,14.6484201156819,5.42053499927229,6.6052979209482,77.6,"0",13.8155115579638,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"cauut..99",11.2593355926862,6.97634807044775,3.7,14.0778755916622,11.6474650991484,6.07993319509559,78.6,"0",9.21044036697652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"taimeomatngau",13.0265152529337,3.66356164612965,6.99,14.1519835088709,3.61091791264422,5.18178355029209,76.3,"1",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"chubethichhattenlasumo",12.6937350615697,4.65396035015752,3.59,15.7895917228752,10.1581685298485,6.91473089271856,73.4,"0",15.4249486703984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"amthuc48h",12.5411188658733,6.37842618365159,1.58,16.2224557563726,6.85435450225502,6.84268328223842,73.9,"0",13.8155115579638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"brunab_mavie_mel",11.0524918962643,6.04025471127741,5.12,14.771022387607,7.7591874385078,7.19368581839511,76.5,"0",13.8155115579638,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"h04ngtuc4pcut",10.0690443629974,3.49650756146648,16.38,15.9437423828612,7.93487156594518,6.15909538849193,82.7,"1",14.5086582385241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"hieumullet2",11.6535652827695,6.34035930372775,2.19,14.8451303322882,7.93307977188041,7.13807303404435,90,"1",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"freenbecca",10.1186392539208,4.65396035015752,19.08,15.8696344198649,9.98049488889691,8.1426451859428,79.3,"1",14.2209763327389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"conchu661",10.5159939299324,3.73766961828337,2.74,14.5086582385241,6.4118182677099,5.54126354515843,83.8,"0",14.2209763327389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"awfulmusic.playitloud",11.0316748245446,2.19722457733622,4.59,14.6484201156819,6.91174730025167,5.50125821054473,78,"0",12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"full.music.89",12.8677317389748,3.76120011569356,3.93,15.6400600113056,10.7472290967206,7.41637847919293,75.5,"0",14.7318016898383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dieulinh15.37",12.0400239643704,6.50128967054039,11.09,15.5733686479304,11.5444338219051,6.35957386867238,78,"1",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"giabao19na",13.4502286804101,1.38629436111989,2.43,15.7756054828566,9.68663666084494,8.155649270366,75,"0",13.1223653774023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"huyentreng_ne",12.1029374298325,4.34380542185368,6.58,15.0964446812041,9.20029003612268,6.37842618365159,76,"0",14.9141231799657,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"cogaivangdangam60",11.0429378355965,5.64190707093811,2.27,13.7142538324513,8.37147353706683,7.15617663748062,77.4,"0",13.1203633787397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"haanie__f",11.258046118484,4.14313472639153,9.17,14.946912992036,8.39434736141739,5.25749537202778,80.6,"1",14.9141231799657,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"bemimeomeo_126",10.5023515257749,5.94542060860658,2.4,13.0958160959785,9.05672288331058,5.78996017089725,74.9,"0",14.2537661340565,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"cao.thientrang",11.4467963461693,5.62040086571715,1.87,15.009433329467,7.81156848934518,5.74939298590825,83.2,"0",17.3708586480251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"jessica.na_",11.4262885633105,4.67282883446191,4.78,15.5382773342768,11.2644769261024,6.07304453410041,80.8,"1",16.3004172910856,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"jiji01_2",12.0476687669962,1.38629436111989,3.49,15.4249486703984,7.51534457118044,5.26785815906333,87.3,"0",16.5880993427041,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"linhjollie",12.3804502323821,6.13988455222626,1.58,14.9786616802699,7.22329567956231,6.76157276880406,78.6,"1",16.1180957509583,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
"dkh0324",12.2927135372319,3.80666248977032,2.18,15.8169906933095,10.922352923114,7.93522953981691,73.7,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"khoacao2k4",12.3229708453904,6.10924758276437,5.55,15.6560603500919,10.7122153451973,6.91869521902047,78,"0",15.4249486703984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"callmejackie9",10.0647982524184,5.29330482472449,18.18,15.2741258132219,11.223922520551,6.79794041297493,79.8,"1",10.5966597327836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"minhlamitt",12.6857202468248,1.38629436111989,3.48,16.468752592994,9.56808474387294,8.2220164372022,77.3,"0",13.1223653774023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"khoa_0810kh",9.85749596868514,5.77455154554441,19.08,15.2264977755769,10.8986079489521,5.98141421125448,79.9,"1",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"lyiutroc",13.1538639824463,4.04305126783455,8.75,17.1965052663225,8.48632152774915,5.37989735354046,83.4,"1",15.2018051690841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"beli.review",10.3417747410115,4.07753744390572,3.63,13.4766769354647,8.03171037532204,6.04025471127741,74.9,"0",13.458837042596,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"huyenchuothomecook",11.2279198077219,4.02535169073515,6.41,13.9978329480912,5.34710753071747,5.91889385427315,73.7,"0",14.5086582385241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dan_tam0701",12.4848438841645,5.6970934865054,2.24,15.9437423828612,10.4516378623623,6.8001700683022,71.5,"0",15.2018051690841,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"dannyduy",10.2110090163142,9.21044036697652,1.84,14.946912992036,10.3641035051091,6.16751649088834,75.5,"0",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ng.ling10",9.39274525863144,3.98898404656427,15.01,13.0685426812998,9.94275634145683,3.68887945411394,78.9,"1",10.8197982842103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"huynhly3004",10.2785278168303,3.25809653802148,3.25,12.7245717526725,9.73512807075823,6.05443934626937,87.8,"0",16.2708168238129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"dygenz",11.9414623606461,7.18159194461187,5.45,14.771022387607,10.4252827894907,6.43294009273918,78.4,"1",15.2018051690841,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
"mun.xinhh.depa",13.3075159231648,5.32787616878958,4.72,17.2430252804113,8.44998444172279,6.33682573114644,91.2,"1",14.9141231799657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tdatdz07",10.2146786105388,2.70805020110221,12.43,14.7318016898383,7.33432935030054,5.94017125272043,79.2,"1",13.3046866008636,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"hiucaucalive",11.8685068111489,1.09861228866811,13.77,15.623799493078,7.45703208912238,6.5191472879404,82.4,"1",11.5129354649202,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"anhtay62",11.4689840267072,4.86753445045558,7.46,14.2209763327389,11.0524918962643,7.53422832627409,77.8,"0",14.2209763327389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"kienmusic_07",9.75851958228352,3.55534806148941,12.6,13.7403569624138,6.63987583382654,4.70953020131233,78.1,"1",12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"bcbybug",10.3353024359671,3.58351893845611,19.08,15.4832175672016,8.4595640785796,4.36944785246702,78,"1",14.9141231799657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"phuonganhh1761",9.4955944993533,1.09861228866811,4.15,13.9108216468591,6.69703424766648,5.32300997913841,80.3,"1",15.2018051690841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"motgamee",10.6237877310886,4.66343909411207,5.07,14.771022387607,8.05864371221562,7.04053639021596,91,"0",13.9978329480912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"thuyychii009",12.3220807736363,5.30826769740121,12.09,16.1378983762937,11.5238752961565,5.82894561761021,95.3,"1",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hien.rik",12.4490227457015,4.70953020131233,2.8,15.687312888712,10.4341452149305,7.18538701558042,80.7,"0",14.5086582385241,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"mabichtram1997",11.2960248856897,5.28826703069454,9.22,13.0844558816036,7.66058546170326,6.58892647753352,76.2,"0",15.4249486703984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"puc.puc.puc",11.7256226424223,8.16337131645991,12.17,15.444751293773,11.1534036152954,5.10594547390058,75.9,"0",14.7318016898383,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"vnmusicaward",13.6761346910524,3.04452243772342,4.64,17.1828064224335,7.84345640437612,8.06243279158319,74.2,"0",14.782874940106,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"onggiavaconcholu",10.5941566652205,5.68357976733868,4.74,13.4745697521426,7.8164169836918,5.32787616878958,91.9,"0",9.90353755128617,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"truqhieu196",10.0774828755836,3.36729582998647,17.77,14.8451303322882,7.13329595489607,4.67282883446191,78.4,"1",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"_phomaithui",10.5321228782696,1.94591014905531,7.05,13.6865413143231,7.67554600253785,4.14313472639153,78.3,"1",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"phongkham.sp.bsleduytoan",12.2867351610831,9.13594004939993,1.87,15.4641693758593,9.35884658027541,7.09589322109753,82.8,"0",13.8803624674906,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
"lang51997",0,0,5.25,14.9786616802699,10.8780660602808,6.88448665204278,74.8,"0",12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"phuongduc1990",10.9490681946524,8.47093980689877,2.22,13.7154703090001,10.751520856704,7.01750614294126,70.4,"0",18.6030023090797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"metruyen1111",9.76428295481558,5.78689738136671,7.89,13.3053530442964,6.61472560020376,5.8348107370626,80.3,"1",9.34145634983372,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"duy1201000",11.7328719109855,2.77258872223978,4.34,15.607270193859,9.47278155656217,7.47477218239787,83.3,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"xiaoniudizi",12.3278521291838,1.79175946922805,7.88,15.8304137118399,9.65509029374725,7.38832785957711,77.8,"0",14.9141231799657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hoangmix.vn",11.6733507042274,0.693147180559945,4.09,14.946912992036,8.80627428478173,7.23777819192344,76.3,"0",9.90353755128617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"vangsau2007",11.4142205294978,7.30653139893951,6.57,14.2209763327389,10.8532324026692,7.87283617502572,74.9,"0",10.3089859934221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nhimbimatnic",10.3222307815901,2.63905732961526,13.37,12.8065588839547,7.25700270709207,4.81218435537242,75.4,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hongyen01163",12.9480123712091,7.12528309151071,10.31,15.7324333172051,9.9085248440534,6.36475075685191,78.1,"0",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tunglogach365",12.0604744553447,5.51342874616498,3.44,15.3841266842114,7.83873755959928,7.4899708988348,73.2,"0",17.7275335833924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tuanhthichanbunca",13.0611281942332,4.36944785246702,2.25,16.7114225514847,11.630717389476,6.08449941307517,71.1,"0",15.8949522246441,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
"pi0972",12.200059603373,4.23410650459726,6.22,14.8451303322882,8.63675242647388,5.59471137960184,75,"0",12.2060776455177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"m.glc300",11.0349057929294,3.66356164612965,1.9,13.7180090790167,6.92559519711047,5.59842195899838,71.4,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ks.music102",12.5916785247403,0.693147180559945,6.62,14.8802216397842,8.11999382772511,6.28599809450886,74.8,"0",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"nhacedm3d",13.3134811339518,4.77068462446567,2.85,15.7025803585118,9.0040539377284,7.09672137849476,76.7,"0",14.782874940106,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"bobo38839",12.3475765480722,1.38629436111989,4.22,15.1505118878545,6.07073772800249,5.7037824746562,88.4,"1",16.8112428815183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"bactaivlog",11.7981119259726,7.21376830811864,1.93,14.771022387607,7.91534816926308,7.60738142563979,76.8,"0",10.8197982842103,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,5
"dontdont58",10.1697289067531,5.46383180502561,1.98,11.9421136100912,10.2110090163142,5.30330490805908,76.9,"0",9.7981825908907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"han1565nt",9.60918360377546,3.93182563272433,9.3,15.4832175672016,11.258046118484,6.4393503711001,80.2,"1",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"luongglilac",9.98511362141607,3.46573590279973,5.8,13.3530003825334,5.40717177146012,5.21493575760899,76.2,"1",13.8155115579638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"healingandcamping",9.71721821349408,0,5.74,13.1398122564149,6.92362862813843,4.83628190695148,77.7,"1",13.8155115579638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ngoclinhyt",10.9420136160929,0,5.65,13.2335486959124,2.07944154167984,4.8283137373023,73.3,"0",13.1223653774023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"kimysok",9.9085248440534,4.65396035015752,2.55,14.2855148122098,6.18414889093748,5.98393628068719,87.2,"1",9.90353755128617,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"nar_ze7",11.2683156532894,0,2.92,15.2971153261612,7.31188616407716,6.90073066404517,75.8,"0",16.1180957509583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"giahan.31100",12.1399381848917,3.36729582998647,10.99,15.0682738121739,10.0389358567112,5.17048399503815,77.8,"1",12.6115410869661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"yeuphimhk_0110",9.79261185619019,2.39789527279837,2.62,12.8250376204119,6.24997524225948,5.3890717298165,74.8,"0",12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"vinh.qdance",11.2872913146877,3.36729582998647,3.77,14.0778755916622,6.289715570909,5.71042701737487,75.5,"0",14.2209763327389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"chuthocon277",12.2110651621532,4.11087386417331,0.63,14.1519835088709,8.90530866118929,5.81413053182507,70.6,"0",14.5086582385241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top.yokara.remix",10.9059743291069,3.43398720448515,3.98,14.4573649704523,6.24804287450843,5.45958551414416,75.1,"0",14.5086582385241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"kimloan_0512",9.44943600950432,4.52178857704904,9.8,14.4032977784218,12.6112076991764,6.21260609575152,77.5,"1",12.2060776455177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"emquy05",10.5532312844885,1.94591014905531,6.14,14.9141231799657,8.41249912030157,5.23110861685459,77.9,"0",13.8155115579638,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"nhamday04",11.9117082963145,3.66356164612965,4.38,15.7614208498767,10.3514053248997,7.29979736675816,80.8,"1",14.5086582385241,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"musicnetwork.genz",12.0299379108227,3.17805383034795,5.29,15.747032114495,9.7981825908907,6.70318811324086,79.5,"0",13.9552733699043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"mphung2002",10.0078926118909,3.85014760171006,2.4,12.3741304570602,8.56445838388335,5.2257466737132,90.3,"1",13.8155115579638,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
